,File,Sources,Actions,Targets,Districts,Provinces
223,20180430_5377.txt,"('وزارة الداخلية الأفغانية', 'انتحاري', 'المتحدث باسم الوزارة', 'صديق الله توحيدي')","('قتل', 'أعلنت', 'قتل', 'إصابة', 'تفجير', 'سقط', 'الهجوم', 'انفجار', 'انفجار', 'عملية انتحارية', 'الهجوم', 'قتل', 'تفجير', 'قتل', 'الهجوم', 'قتل', 'الهجوم', 'انفجار', 'تفجير', 'قتل')","('مقتل', 'شخصاً', 'صحفيين', 'أشخاص', 'ضحايا مدنيون', 'مقر حلف الناتو', 'السفارات الأجنبية', 'صحافيين', 'مقر أجهزة الاستخبارات الأفغانية', 'مصور', 'صحفيا', 'مصور', 'مركز لتسجيل الناخبين')",,"('كابول', 'كابول', 'كابول', 'العاصمة الأفغانية', 'كابول', 'كابول')"
224,20181021_932.txt,"('تنظيم الدولة الإسلامية', 'داعش', 'طالبان')","('مقتل', 'انفجار', 'مصرع', 'انفجار', 'الهجوم', 'تأجلت', 'العنف', 'الهجوم', 'منع', 'استولوا', 'تعطيل', 'قتل', 'أصيب', 'العنف', 'الهجمات')","('شخصا', 'شخصا', 'اطفال', 'امرأة', 'الانتخابات البرلمانية', 'الناس', 'الإدلاء بأصوات', 'القرى', 'العملية البرلمانية', 'شخصا', 'انتخابات مجلس النواب', 'مراكز الاقتراع')","('آتشين', 'آتشين')","('ننجرهار', 'سامانجان')"
225,20140901_6927.txt,"('طالبان', 'طالبان', 'طالبان')","('قتل', 'قتل', 'أطلقوا النار', 'أطلقت النار', 'الهجوم', 'قتل', 'استهداف', 'قتل')","('مدنيين', 'مدنيا', 'عاملا', 'مدنيين', 'مدنيين', 'مدنيين', 'مدنيين')",,"('فرح',)"
226,20181109_1785.txt,,,,,
227,20180507_5759.txt,,,,,
228,20141118_10190.txt,,"('الهجوم', 'الهجوم الانتحاري', 'استهدف', 'الهجوم', 'مقتل', 'اصابة', 'الهجوم', 'الهجوم', 'الهجوم')","('نائبة', 'النائبة الافغانية', 'شكرية باراكزاي', 'اشخاص', 'النائبة', 'شكرية باراكزاي')",,"('كابول',)"
229,20140406_2820.txt,"('مسلحين',)","('هجومًا',)",,,
230,20180313_3801.txt,,,,,
231,20150712_6373.txt,"('طالبان', 'تنظيم الدولة الاسلامية', 'طائرات أمريكية', 'سلاح الجو الامريكي', 'الدولة الاسلامية', 'طالبان')","('غارة أمريكية', 'تقتل', 'قتل', 'ضربة جوية', 'قتل', 'الغارة الجوية', 'هجمات', 'هدفا', 'هجمات', 'قتلت', 'غارة جوية', 'طرد', 'اشتباكات', 'حذرت')","('داعش', 'تنظيم الدولة الاسلامية', 'طالبان', 'تنظيم الدولة الاسلامية', 'قياديي', 'التنظيم المتشدد', 'طالبان', 'ا', 'منطقة أتشين', 'طالبان', 'تنظيم الدولة الاسلامية', 'طالبان', 'تنظيم الدولة الاسلامية')","('أتشين', 'أتشين', 'أتشين')","('ننكرهار', 'ننكرهار', 'ننكرهار')"
232,20120708_2309.txt,,,,,
233,20170507_5481.txt,,"('مقتل', 'غارات جوية', 'مقتل', 'الغارات الجوية', 'لقوا مصرعهم', 'غارة جوية', 'قتلوا', 'غارة جوية', 'غارة جوية')","('داعش', 'طالبان', 'داعش', 'طالبان', 'مسلحين', 'داعش', 'مسلحين', 'طالبان', 'مسلحين')","('آشين', 'زباك', 'خانشين')","('نانجارهار', 'بدخشان', 'هلمند')"
234,20180308_3550.txt,,,,,
235,20111121_5929.txt,,,,,
236,20080723_457.txt,,,,,
237,20141212_11020.txt,,,,,
238,20181022_1065.txt,,"('إصابة', 'هجوم', 'إصابة', 'هجوم', 'إصابة', 'طلقة نارية', 'أصيب', 'هجوم', 'أصيب', 'هجوم', 'إطلاق نار', 'هجوم')","('جنرال أميركي', 'الجنرال الأميركي', 'الجنرال الأميركي جيفري سمايلي', 'مقر محافظة', 'جيفري سمايلي', 'سمايلي', 'مواطنان أميركيان', 'مقر حاكم ولاية قندهار', 'مقر حاكم ولاية قندهار')",,"('قندهار', 'قندهار', 'قندهار', 'قندهار', 'قندهار')"
239,20150802_7134.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان')","('وفاة',)","('الملا عمر', 'الملا عمر')",,
240,20181109_1781.txt,,,,,
241,20111127_5908.txt,,,,,
242,20180511_5910.txt,"('طالبان', 'داعش', 'قوات الأمن الأفغانية', 'جندي', 'موظف محلي', 'طالبان', 'قوات الأمن الأفغانية', 'طالبان', 'طالبان', 'القوات المسلحة', 'قوات الأمن والاستخبارات', 'القوات', 'القوات', 'القوات الخاصة الأفغانية', 'القوات', 'القوات الأفغانية', 'القوات الأفغانية', 'القوات الأفغانية والأمريكية')","('هجمات', 'إنقاذ', 'فروا', 'هجمات', 'هجمات', 'هجمات', 'قتلوا', 'أصيبوا', 'هجمات', 'هجوم', 'مقتل', 'الهجوم', 'حوادث', 'أنقذت', 'فروا', 'سيطرت', 'إنقاذ', 'إنقاذ', 'البحث', 'هجمات', 'هجوم', 'مصرع', 'مقتل', 'إلقاء القبض', 'هجوم', 'قتل', 'مقتل')","('مواقع تسجيل الناخبين', 'شخصا', 'مواقع تسجيل الناخبين', 'مواقع تسجيل الناخبين', 'مدنيون', 'شخصا', 'شخصا', 'مساجد', 'مدارس', 'أفراد الحكومة', 'جنود', 'رجال شرطة', 'مدنيون', 'حاكم المنطقة', 'رئيس الشرطة', 'جنود', 'الموظفين المدنيين', 'المفقودين', 'الجنود المفقودين', 'جنود', 'المفقودين', 'رجال الشرطة', 'المنشآت الحكومية', 'مسلحا', 'مسلحين', 'قياديان', 'مشتبه به', 'مسلحين', 'قيادي', 'مسلحا')","('كابول', 'تالا وا بارفاك', 'تالا وا بارفاك', 'الينجار', 'الينجار')","('كابول', 'باغلان', 'باغلان', 'بول-اي-خمري', 'لاغمان', 'بكتيا')"
243,2012011004.txt,,,,,
244,20181205_3322.txt,,,,,
245,20141001_8528.txt,,,,,
246,20180410_4547.txt,,"('تفجيرا', 'استهدف', 'تفجير')","('سوقا شعبيا', 'سوق شعبي')",,"('هرات',)"
247,20140512_3649.txt,,,,,
248,20170415_4436.txt,"('الأمريكية', 'الولايات المتحدة', 'الجيش الأمريكي', 'داعش')","('أم القنابل', 'قتلت', 'قنبلة', 'قنبلة', 'أم القنابل', 'أم القنابل', 'قتلوا', 'سيطروا')","('داعش', 'داعش', 'تنظيم الدولة الاسلامية', 'تنظيم الدولة الاسلامية', 'داعش', 'منازل')","('آشين', 'أشين')","('ننغرهار',)"
249,20140921_7872.txt,,,,,
250,20140805_6154.txt,"('جندي أفغاني', 'جندي أفغاني', 'القوات الأفغانية')","('إصابة', 'رصاص', 'أطلق النار', 'النار', 'إصابة', 'النار', 'النار')","('جنود الناتو', 'حلف شمال الأطلسي', 'الناتو', 'الجنود', 'الناتو')","('كابول', 'كابول', 'كابول')",
251,20141220_11414.txt,"('القوات الاجنبية', 'الولايات المتحدة', 'القوات الافغانية', 'طالبان', 'قوات الحلف الاطلسي', 'الولايات المتحدة')","('قتل', 'جرح', 'قتل', 'جرح', 'العنف', 'انسحاب', 'قتال', 'قتل', 'قتل', 'اصيب', 'ضحايا', 'قتل', 'جرح', 'قتل', 'جرح', 'ضحايا', 'العنف', 'قتال', 'وفيات', 'اصابات', 'قتل', 'سحب', 'قتال', 'قتل', 'قتل')","('المدنيين', 'المدنيين', 'طالبان', 'مدنيا', 'المدنيين', 'الاطفال', 'النساء', 'المدنيين', 'الجماعات المسلحة', 'المدنيين', 'قوات', 'قوات', 'قوات الامن الافغانية')","('كابول',)",
252,20181223_4071.txt,,"('اغتيال', 'تفجير', 'أصيبوا', 'انفجرت', 'قتل', 'تفجير', 'تفجير', 'قتل', 'أصيب', 'انفجرت')","('مسؤولين حكوميين', 'مسجد', 'شخصا', 'مسجد', 'مسجد', 'المساجد', 'الأئمة', 'مسجد')",,"('ننجارهار', 'أوروزجان')"
253,20180124_1294.txt,"('داعش',)","('الهجوم', 'هجوم', 'استهدف', 'الهجوم', 'قتيلين', 'جريحا')","('منظمة (انقذوا الاطفال) الخيرية', 'منظمة (أنقذوا الاطفال) غير الحكومية البريطانية')","('جلال أباد',)",
254,20141211_11041.txt,"('انتحاري', 'طالبان')","('قتيل', 'هجوم انتحاري', 'مصرع', 'أصيب', 'هجوم انتحاري', 'فجر', 'قتيل', 'جريحًا', 'هجوم', 'هجوم انتحاري', 'استهدف', 'قتلى')","('المركز الفرنسي للثقافة', 'شخص', 'المركز الثقافي الفرنسي', 'الحشود', 'مدرسة الاستقلال', 'المركز الثقافي الفرنسي', 'حافلة عسكرية', 'الجنود')","('كابول', 'كابول', 'كابول')",
255,20150630_6006.txt,,"('انفجار', 'انفجرت', 'الحادث', 'الانفجار', 'الحادث')","('السفارة الأمريكية', 'المنطقة الدبلوماسية', 'السفارة الأمريكية', 'المحكمة الأفغانية العليا', 'قوات أجنبية', 'مركز تجاري')","('كابول', 'كابول')",
256,20180127_1349.txt,"('قوات الأمن', 'طالبان', 'داعش', 'طالبان', 'طالبان', 'طالبان')","('مصرع', 'إصابة', 'مقتل', 'إصابة', 'القبض على', 'العمليات الأمنية', 'قتلوا', 'أصيب', 'قتلت', 'دمرت', 'القضاء على', 'إصابة', 'تدمير', 'قُتِلَ', 'أصيب', 'احتجز', 'هجمات', 'قتل', 'قصف', 'قصف صاروخي', 'قتال', 'أطلقت', 'صاروخاً')","('مسلحاً', 'مسلحاً', 'مشتبه بهم', 'مسلحاً', 'قائدان', 'الملا نزار', 'سعيد الملا', 'مسلحين', 'إرهابيين', 'مخابئهم', 'إرهابيين', 'مخابئهم', 'المتمردين', 'المشتبه فيهم', 'القوات الأمنية', 'مدنيين', 'أطفال', 'قوات الأمن', 'قوات الأمن')","('البشترود', 'شهر الصفا', 'خاك أفغان', 'تارانج', 'جلداك', 'ارغنداب', 'شهاب الدين', 'خالازاى', 'خواجا سابزبوش', 'نوا', 'كاجاكي', 'قارا باجي')","('ننجارهار', 'غزنى', 'اروزجان', 'زابول', 'فرح', 'فرياب', 'باجلان', 'نيمروز', 'هيلماند', 'فرح', 'زابول', 'باجلان', 'فارياب', 'هلمند', 'غزنة')"
257,20180224_2698.txt,"('متمردين', 'مسلحون', 'طالبان', 'طالبان')","('مقتل', 'هجمات', 'قتل', 'أصيب', 'هجمات', 'قتل', 'أصيب', 'تفجير انتحاري', 'التفجير', 'حتفهم', 'هاجم', 'الهجوم', 'سيطرت', 'استولت', 'حتفهم', 'أصيب', 'هجومين', 'قتل', 'أصيب', 'انفجار', 'انفجار', 'مصابين')","('شخصًا', 'شخصًا', 'آخرون', 'أشخاص', 'وكالة استخبارات أفغانية', 'السفارة الأمريكية', 'المؤسسات الأفغانية والدولية', 'الجيش الأفغاني', 'نقطة التفتيش', 'نقطة التفتيش', 'الأسلحة', 'أشخاص', 'شخصًا', 'هيئة الاستخبارات الأفغانية')","('كابل', 'كابل', 'بالا بولوك', 'لاشكرجاه', 'ناد على', 'لاشكرغاه')","('فرح', 'فرح', 'هلمند', 'هلمند', 'هلمند')"
258,20141004_8587.txt,,,,,
259,20140928_8288.txt,"('قوات الأمن الوطني الأفغانية',)","('مقتل', 'إصابة', 'مصرع', 'أصيب')","('طالبان', 'قادتها', 'مسلحا', 'طالبان', 'قادتهم')",,
260,20120802_2662.txt,"('قوات الامن', 'طالبان', 'طالبان')","('مقتل', 'اشتباكات', 'مقتل', 'اشتباكات', 'هجوما', 'معركة', 'اشتباكات')","('مسلحين', 'مسلحين', 'قوات الامن', 'مسلحين')","('كابول', 'كابول', 'كابول', 'كابول')",
261,20170415_4405.txt,"('طالبان', 'طالبان')","('مقتل', 'تفجيرين', 'قتل', 'قتل', 'صاروخ', 'مقتل', 'يهاجمون', 'صاروخ')","('مدنيا', 'مدنيا', 'شخصا', 'قرية ""جاتان""', 'امرأتين', 'طفلين', 'نقاط التفتيش الأمنية')","('ناوه', 'أندار')","('غزني', 'هلمند', 'هلمند', 'غزني')"
262,20181020_913.txt,"('طالبان',)","('جريحا', 'اعتداءات', 'قتل', 'اصيب', 'اعتداءات', 'انفجارات', 'قتل', 'جريحا')","('شخصا',)","('كابول', 'كابول')",
263,20110620_2708.txt,,,,,
264,20181129_2849.txt,,"('الهجمات الإرهابية', 'انفجار', 'مقتل', 'إصابة', 'الهجوم')","('الجنود الأمريكيين', 'مجمع لمجموعة أمنية بريطانية')","('غزنة', 'العاصمة الأفغانية', 'كابول')",
265,20170419_7324.txt,"('طالبان', 'طالبان')","('مقتل', 'إصابة', 'هجمات', 'مقتل', 'إصابة', 'هجمات', 'قتلوا', 'أصيب', 'هجوم', 'لقى مصرعه', 'أصيب', 'انفجار')","('رجال أمن', 'رجال أمن', 'الشرطة الأفغانية', 'قائد الشرطة', 'رجال أمن', 'قائد الشرطة', 'حارسه الشخصي')","('شنكاي',)","('بادغيس', 'زابل', 'بادغيس', 'زابل')"
266,20150517_4619.txt,"('انتحاريا', 'طالبان')","('مقتل', 'إصابة', 'انفجار', 'ملغومة', 'قتل', 'جرح', 'اصطدام', 'ملغومة', 'ملغومة', 'صدم', 'سقوط', 'قتل', 'قتل', 'صدم', 'مقتل', 'انفجار', 'أصيب', 'الانفجار', 'تدمير', 'قتل')","('اتحاد الأوروبي', 'اتحاد الأوروبي', 'المطار الرئيسي', 'المدنيين', 'مواطن بريطاني', 'مواطنا بريطانيا', 'أجنبية', 'مطار كابول', 'حلف الأطلسي', 'مدنيين', 'مركبتين', 'جنود')","('كابول', 'كابول', 'كابول', 'كابول', 'كابول', 'كابول', 'كابول')",
267,20180411_4550.txt,"('تجار الهيروين',)","('تهريب',)","('ملايين دولار',)",,"('كابول',)"
268,20140223_1375.txt,"('الشرطة',)","('مقتل', 'انفجار', 'قتل', 'اصيب', 'انفجار', 'مصرع', 'قتل', 'مصادمات')","('افغانيين', 'شخصان', 'شرطى', 'مقاتلى', 'طالبان')","('دولت اباد', 'قيسار')","('فارياب', 'فارياب')"
269,20141230_11847.txt,,"('مصرع', 'تفجيرات', 'مصرع', 'تفجيرات', 'تفجيرات')","('جنود', 'جنود أفغان', 'جنود', 'جنود أفغان')",,
270,20081130_84.txt,,,,,
271,20180315_3855.txt,,,,"('كابول', 'كابول', 'كابول', 'كابول', 'كابول')",
272,20150914_8526.txt,"('وكالة الاستخبارات الأفغانية', 'حلف شمال الأطلسي', 'ناتو')","('مقتل', 'تصفية', 'مقتل', 'مصادرة')","('مسلحين', 'مسلحين', 'القاعدة', 'مسلحين', 'الأسلحة', 'القذاف', 'الذخيرة')",,"('باكتيكا',)"
273,20181002_104.txt,"('تنظيم الدولة الاسلامية', 'طالبان', 'تنظيم الدولة الإسلامية')","('هجوم انتحاري', 'استهدف', 'قتل', 'هجوم انتحاري', 'استهدف', 'أصيبوا', 'فجر', 'الهجوم', 'قتل', 'هجمات')","('تجمعا انتخابيا', 'شخصا', 'تجمعا انتخابيا', 'شخصا', 'تجمع انتخابي', 'مرشحين')",,"('ننغرهار',)"
274,20170517_5970.txt,"('انتحاريون', 'مسلحون', 'مسلحون', 'الدولة الإسلامية', 'مسلحين', 'الجيش الأمريكي')","('يهاجمون', 'قتل', 'هاجم', 'هاجم', 'إطلاق النار', 'الهجوم', 'فجر', 'قتل', 'إطلاق النار', 'القنابل')","('التلفزيون الحكومي', 'شخصان', 'هيئة الإذاعة والتلفزيون', 'هيئة الإذاعة والتلفزيون', 'الإذاعة والتلفزيون', 'مدنيين', 'إقليم أتشين')","('جلال آباد', 'جلال آباد', 'جلال آباد')","('ننغرهار', 'ننغرهار', 'إقليم أتشين')"
275,20170507_5472.txt,,"('قتيلا', 'غارات جوية', 'قتلوا', 'القصف الجوي', 'قتل', 'قصف جوي', 'قتل', 'قتلوا', 'قصف جوي', 'دمرت', 'القصف الجوي', 'قتلوا', 'قصف جوي', 'دمرت')","('طالبان', 'داعش', 'خوراسان', 'داعش', 'طالبان', 'داعش', 'قائدا', 'الجماعة الارهابية', 'طالبان', 'مسلحين', 'طالبان', 'مسلحين', 'سياراتهم', 'طالبان', 'داعش')","('أشين', 'زيباك', 'خانشين')","('نانجارهار', 'باداخشان', 'هلمند')"
276,20150929_9069.txt,"('طالبان', 'طالبان', 'مسلحو', 'الحركة', 'القوات الافغانية', 'الحركة', 'الحركة', 'الحركة', 'الجيش الافغاني', 'الدعم الجوي الاميركي')","('سيطرت', 'اقتحم', 'هجوما', 'سيطرتها', 'استعادت', 'هزيمة')","('مدينة', 'مدينة', 'مدينة', 'طالبان', 'طالبان', 'مدينة', 'طالبان', 'طالبان')","('قندوز', 'قندوز', 'قندوز', 'قندوز', 'قندوز', 'قندوز')",
277,20180430_5343.txt,"('سائق دراجة نارية',)","('مصرع', 'اصابة', 'انفجارين', 'مصرع', 'اصيب', 'انفجارين', 'التفجيرات', 'هجوم انتحاري', 'انفجار', 'انفجار', 'مصرع', 'انفجار')","('شخصا', 'شخصا', 'شخصا', 'أفراد الطوارئ', 'الصحفيين', 'جنديان', 'مدنيين')","('كابول', 'العاصمة الافغانية', 'كابول', 'كابول', 'شاش داراك')","('هلمند',)"
278,20181226_4101.txt,"('القوات الخاصة الأفغانية',)","('مقتل', 'غارات جوية', 'مقتل', 'غارات جوية', 'مصرع', 'غارة جوية', 'قتلا')","('مسلحين', 'مسلحين', 'مسلحين', 'داعش', 'طالبان')","('باتشير وا أجام', 'محمد أغا')","('نانجارهار', 'لوجار')"
279,20120523_1424.txt,,,,,
280,20120607_3135.txt,,,,,
281,20141204_10790.txt,"('متمردون', 'طالبان', 'طالبان', 'انتحاريين', 'المقاتلين', 'الجنود الأفغان', 'طالبان', 'طالبان', 'القوات البريطانية', 'القوات البريطانية والأميركية', 'الجيش الأفغاني', 'طالبان', 'القوات الأميركية', 'طالبان', 'طالبان')","('ضرب', 'مقتل', 'جرح', 'الهجمات', 'الهجوم', 'التسلل', 'معركة', 'صد', 'مقتل', 'مقتل', 'إصابة', 'معركة', 'الهجوم', 'استهداف', 'انسحبت', 'الهجوم', 'أوقفت', 'انسحاب', 'الهجوم', 'الهجوم', 'الهجمات', 'الهجمات', 'الهجوم', 'الهجمات', 'الهجمات')","('أهدافاً', 'أشخاص', 'معسكر', 'باستيون', 'قاعدة جوية', 'مقاتلين', 'طالبان', 'جنديين', 'شخصيات', 'مراكز للسلطة', 'النفوذ', 'معسكر', 'باستيون', 'قاعدة بريطانية', 'معسكر', 'باستيون', 'معسكر', 'باستيون')",,"('هلمند',)"
282,20140703_5405.txt,"('طالبان', 'القوات الحكومية', 'حلف شمال الأطلسي', 'ناتو')","('مقتل', 'إصابة', 'قتلوا', 'إصابات', 'أصيبوا', 'الهجمات الانتحارية', 'مقتل', 'إصابة', 'أصيبوا', 'الهجمات', 'أصيب', 'الهجمات', 'قتلوا', 'غارات', 'أصيب')","('طفلا', 'طفلا', 'الأطفال', 'طفلا', 'الأطفال', 'طفلا', 'المسلحين', 'طفلا')",,
283,20111127_5966.txt,,,,,
284,20150613_5379.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان')","('مصرع', 'هجوم', 'هاجم', 'مقتل', 'هجوم', 'هاجم', 'إطلاق نار', 'مقتل', 'قتلوا')","('شرطيًّا', 'شرطة الأفغانية', 'شرطيا', 'الحكومة', 'الحكومة', 'شرطيًّا', 'مسلحين', 'شرطة الأفغانية', 'الحكومة')","('قلعة موسى',)","('إقليم هلمند',)"
285,20140815_6419.txt,"('حلف شمال الأطلسي', 'ناتو', 'الشرطة', 'ناتو', 'الشرطة', 'المسلحين', 'الشرطة')","('مقتل', 'إصابة', 'قتل', 'أصيب', 'غارات', 'قتل', 'غارات', 'قتل', 'أصيب', 'هاجموا', 'استولوا', 'استردت')","('مسلحا', 'طالبان', 'مسلحا', 'طالبان', 'مسلحا', 'طالبان', 'نقاط شرطية', 'النقاط الشرطية', 'طالبان')",,"('كونار', 'كونار', 'باكتيكا', 'قندوز', 'قندوز')"
286,20170516_5916.txt,"('القوات الأفغانية', 'قوات الأمن الأفغانية', 'طالبان', 'القوات الخاصة', 'القوات الأفغانية', 'طالبان', 'طالبان')","('سيطرة', 'استعادة', 'استعادة', 'زرع الألغام', 'سيطرت')","('مركز مقاطعة', 'مركز', 'عاصمة المقاطعة', 'المجمعات', 'مركز مقاطعة')","('قلعة الذال', 'قلعة الذال')","('قندوز',)"
287,20141112_9980.txt,,,,,
288,20180207_2101.txt,"('الجيش الأفغاني', 'أشرف غني', 'الحكومة الأفغانية', 'انتحاريين', 'الجيش الأفغاني', 'طالبان', 'الجيش', 'مسلحين', 'مسلحين', 'الحكومة الأفغانية', 'طالبان', 'مسلح')","('إقالة', 'أقال', 'الهجوم', 'استهدف', 'اعتداءات', 'إقالتهم', 'اعتداءات', 'استهدف', 'قتيلا', 'جريحا', 'هجوما انتحاريا', 'مقتل', 'إصابة', 'قتل', 'أصيب', 'غارات جوية', 'مقتل', 'إصابة', 'غارات جوية', 'ألقوا', 'سلموا', 'ترك', 'ألقى')","('جنرالات', 'ضباط', 'جنرال', 'الأكاديمية العسكرية', 'ضباط', 'جنرالان', 'كابول', 'أكاديمية «مارشال فهيم» العسكرية', 'جنديا', 'مسلحا', 'طالبان', 'مسلحا', 'قادة', 'أسلحتهم', 'السلاح', 'أسلحتهم')","('كابول', 'كابول', 'كابول', 'كابول', 'يانغي قلعة')","('تخار', 'تخار', 'نانغارهار')"
289,20170518_6070.txt,"('مسلحون', 'داعش')","('هجوم', 'هجوم', 'استهدف', 'سقوط', 'استهدف')","('محطة تلفزيونية', 'محطة للإذاعة والتلفزيون', 'أشخاص', 'أشخاص')","('جلال أباد',)","('نانجرهار',)"
290,20180315_3904.txt,,,,,
291,20140808_6212.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان')","('مصرع', 'اشتباكات', 'مصرع', 'إطلاق نار', 'الهجوم', 'استهدف', 'اشتباكات', 'الهجوم')","('رجال الشرطة', 'رجال الشرطة', 'نقطة تفتيش', 'نقطة تفتيش', 'الشرطة')","('سانجين',)","('هلمند',)"
292,20110819_4115.txt,,"('مقتل', 'هجوم', 'إستهدف', 'قتل', 'إنفجار', 'إستهدف', 'هجوم مسلح', 'أصيبوا')","('جندي بولندي', 'جندي بولندي', 'القوات البولندية', 'جندياً بولندياً', 'الشرطة الافغانية')",,"('غزنة', 'غزنة')"
293,20111127_5961.txt,,,,,
294,20120525_1702.txt,,,,,
295,20120822_3315.txt,,,,,
296,20180427_5309.txt,,,,,
297,20180430_5394.txt,,"('الهجومين الإرهابيين', 'الهجومين الإرهابيين', 'قتل', 'جرح')",,"('كابل', 'العاصمة الأفغانية', 'كابل')",
298,20140227_1535.txt,"('قوات الامن الافغانية', 'قوات الامن الافغانية', 'طالبان')","('مقتل', 'مقتل', 'مقتل')","('مسلحا', 'مسلحا', 'مسلحا')",,"('نانجارهار', 'نانجارهار', 'شيرزاد', 'نانجارهار', 'اتشين', 'باتيكوت', 'تشابارهار', 'هيساراك', 'شيرزاد', 'نانجارهار')"
299,20111027_5443.txt,"('طالبان', 'طالبان', 'طالبان')","('انفجار', 'قتلوا', 'أصيب', 'انفجار', 'انفجار', 'انفجار', 'أصيب', 'انفجار', 'يهاجم')","('حلف شمال الأطلسي', 'حلف شمال الأطلسي', 'حلف شمال الأطلسي', 'حلف شمال الأطلسي')",,"('باروان', 'باروان')"
300,20180423_5048.txt,"('تنظيم داعش', 'تنظيم داعش', 'طالبان', 'ذبيح الله مجاهد', 'مجاهدينا', 'انتحاري', 'تنظيم داعش', 'طالبان')","('قتل', 'أصيب', 'اعتداء انتحاري', 'الانفجار', 'قتل', 'جرح', 'اعلن', 'فجر', 'هجوم')","('الأشخاص', 'مركز للتسجيل للانتخابات', 'ضحايا', 'شخصا', 'آخرين', 'الهجوم', 'الهجوم', 'نفسه', 'ثلاثين قتيلا', 'سبعين جريحا')",,"('كابول', 'العاصمة الافغانية')"
301,20150225_2043.txt,"('طالبان', 'شبكة ""حقاني""')","('انفجاران', 'قتيل', 'جرحى', 'مصرع', 'أصيب', 'انفجارين', 'انفجرت', 'استهداف', 'الهجمات', 'ضحايا')","('جندي', 'قوات الجيش', 'نقطة تفتيش أمنية', 'قوات الأمن الأفغانية', 'المدنيين')","('بول بروجا',)","('خوست', 'خوست', 'خوست', 'خوست')"
302,20120315_5838.txt,,,,,
303,20181230_4475.txt,,,,,
304,20120908_4279.txt,,"('انفجار', 'انفجار')",,"('العاصمة', 'العاصمة')",
305,20180411_4559.txt,"('طالبان', 'طالبان', 'مقاتلي', 'داعش')","('مقتل', 'قتل', 'أصيب', 'قتل', 'قتل', 'قتل', 'قتل', 'انفجار', 'قتل', 'قتل', 'قتل', 'قتل', 'أصيب', 'اعتقال')","('طالبانيا', 'مسلح', 'طالبان', 'مسلح', 'مسلح', 'مسلحين', 'مسلحين', 'مسلحين', 'مسلح', 'مسلح')","('شاهوالي كوت', 'ناد علي', 'جريشك', 'زورمات', 'بالا بولوك', 'شاجوي')","('قندهار', 'أوروزجان', 'هلمند', 'بكتيا', 'فراه', 'فارياب', 'زابول', 'نانجارهار')"
306,20111116_5733.txt,,,,,
307,20120104_1184.txt,,,,,
308,20170523_6212.txt,"('مسلحون', 'طالبان', 'طالبان', 'أعداء', 'طالبان')","('مقتل', 'هجوم', 'قتل', 'هاجم', 'مقتل', 'هجوم', 'هجوم', 'هاجم', 'استشهاد', 'اصابة', 'هجوم', 'مقتل', 'اعتداء')","('جنود', 'قاعدة للجيش', 'جنود', 'قاعدتهم العسكرية', 'شرطيا', 'معسكر اشاكزاي', 'جنود', 'قوات الامن', 'قوات الامن')","('شاه والي كوت', 'شاه والي كوت')","('قندهار', 'زابل', 'قندهار', 'بلخ')"
309,20120802_2702.txt,,,,,
310,20181013_557.txt,"('طالبان',)","('تفجير', 'استهدف', 'تفجير', 'استهدف', 'قتلوا', 'انفجار', 'استهدف', 'أصيبوا', 'تحذير', 'انسحاب')","('تجمعا انتخابيا', 'تجمعا انتخابيا', 'شخصا', 'دراجة نارية', 'تجمعا انتخابيا', 'شخصا', 'مرشحين')","('الرستاق', 'الرستاق')","('طخار', 'تخار')"
311,20150910_8418.txt,"('الجيش الوطني الأفغاني', 'الجيش الوطني الأفغاني', 'خبراء المتفجرات')","('مقتل', 'مقتل', 'مقتل', 'أصابوا', 'ألقوا القبض', 'الغارات', 'هجمات', 'عثروا', 'أبطلوا')","('مسلحا', 'مسلحا', 'مسلحا', 'مسلحا', 'قنبلة', 'لغما')",,
312,20120226_4473.txt,,,,,
313,20120303_5660.txt,"('الجنود الأفغان', 'الجنود الأفغان')","('قتل', 'قتل')","('قوات التحالف', 'القوات الأميركية', 'قوات التحالف')",,
314,20150130_1078.txt,,,,,
315,20080525_253.txt,,,,,
316,20150129_1099.txt,"('انتحاري', 'انتحاري', 'انتحاري', 'طالبان')","('يستهدف', 'أصيب', 'تفجير', 'قتل', 'قتل', 'قتل', 'هجوم', 'أصيب')","('جنازة', 'جنازة', 'ضابط شرطة', 'شخصين', 'مدنيا', 'طالبان', 'مدنيا', 'مدنيين')","('ميهتارلام',)","('لاغمان', 'سارهادي', 'غازني', 'غازني')"
317,20180106_327.txt,,"('قتل', 'قصف جوي', 'قتل', 'أصيب', 'قصف جوي', 'القصف', 'قُتلت', 'القصف')","('مدنيين', 'مدنيين', 'داعش', 'داعش', 'داعش')","('درزاب', 'درزاب')","('جوزجان', 'فارياب', 'جوزجان')"
318,20150627_5941.txt,"('طالبان', 'طالبان', 'طالبان')","('الهجوم', 'الهجوم', 'استهدف', 'الهجوم', 'مصرع', 'جرح')","('البرلمان', 'برلمان')","('كابول',)",
319,20120510_1180.txt,,,,,
